Sheet,Sector,Metric,Category,Total Growth 2000–2023,Year,Value
Passenger4,Passenger,Price / Other,"Average Distance Travelled per Year (km)a,b",,2017,
Passenger4,Passenger,Price / Other,"Average Distance Travelled per Year (km)a,b",,2018,
Passenger4,Passenger,Price / Other,"Average Distance Travelled per Year (km)a,b",,2019,
Passenger4,Passenger,Price / Other,"Average Distance Travelled per Year (km)a,b",,2020,
Passenger4,Passenger,Price / Other,"Average Distance Travelled per Year (km)a,b",,2021,
Passenger4,Passenger,Price / Other,"Average Distance Travelled per Year (km)a,b",,2022,
Passenger4,Passenger,Price / Other,"Average Distance Travelled per Year (km)a,b",,2023,
Passenger4,Passenger,Price / Other,Buses,,2000,
Passenger4,Passenger,Price / Other,Buses,,2001,
Passenger4,Passenger,Price / Other,Buses,,2002,
Passenger4,Passenger,Price / Other,Buses,,2003,
Passenger4,Passenger,Price / Other,Buses,,2004,
Passenger4,Passenger,Price / Other,Buses,,2005,
Passenger4,Passenger,Price / Other,Buses,,2006,
Passenger4,Passenger,Price / Other,Buses,,2007,
Passenger4,Passenger,Price / Other,Buses,,2008,
Passenger4,Passenger,Price / Other,Buses,,2009,
Passenger4,Passenger,Price / Other,Buses,,2010,
Passenger4,Passenger,Price / Other,Buses,,2011,
Passenger4,Passenger,Price / Other,Buses,,2012,
Passenger4,Passenger,Price / Other,Buses,,2013,
Passenger4,Passenger,Price / Other,Buses,,2014,
Passenger4,Passenger,Price / Other,Buses,,2015,
Passenger4,Passenger,Price / Other,Buses,,2016,
Passenger4,Passenger,Price / Other,Buses,,2017,
Passenger4,Passenger,Price / Other,Buses,,2018,
Passenger4,Passenger,Price / Other,Buses,,2019,
Passenger4,Passenger,Price / Other,Buses,,2020,
Passenger4,Passenger,Price / Other,Buses,,2021,
Passenger4,Passenger,Price / Other,Buses,,2022,
Passenger4,Passenger,Price / Other,Buses,,2023,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2000,7.8
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2001,7.8
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2002,7.7
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2003,7.6
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2004,7.5
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2005,7.4
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2006,7.5
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2007,7.2
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2008,7.1
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2009,6.8
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2010,6.8
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2011,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2012,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2013,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2014,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2015,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2016,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2017,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2018,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2019,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2020,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2021,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2022,
Passenger4,Passenger,Price / Other,CAFC Average Car Fleet4,-0.1282051282051282,2023,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2000,11.1
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2001,11.0
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2002,11.0
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2003,10.8
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2004,10.9
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2005,10.6
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2006,10.4
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2007,10.1
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2008,9.5
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2009,9.1
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2010,8.5
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2011,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2012,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2013,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2014,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2015,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2016,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2017,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2018,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2019,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2020,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2021,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2022,
Passenger4,Passenger,Price / Other,CAFC Average Light Truck Fleet4,-0.23423423423423417,2023,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2000,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2001,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2002,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2003,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2004,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2005,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2006,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2007,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2008,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2009,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2010,8.6
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2011,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2012,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2013,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2014,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2015,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2016,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2017,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2018,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2019,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2020,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2021,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2022,
Passenger4,Passenger,Price / Other,CAFC Standard Cars4,0,2023,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2000,11.4
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2001,11.4
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2002,11.4
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2003,11.4
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2004,11.4
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2005,11.2
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2006,10.9
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2007,10.6
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2008,10.5
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2009,10.2
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2010,10.0
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2011,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2012,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2013,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2014,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2015,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2016,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2017,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2018,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2019,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2020,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2021,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2022,
Passenger4,Passenger,Price / Other,CAFC Standard Light Trucks4,-0.1228070175438597,2023,
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2000,848.342
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2001,865.147
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2002,918.889
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2003,866.387
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2004,825.917
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2005,845.503
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2006,865.794
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2007,881.36
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2008,914.094
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2009,759.893
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2010,703.86
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2011,698.978
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2012,747.51
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2013,765.101
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2014,757.085
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2015,721.086
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2016,659.146
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2017,663.848
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2018,622.24
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2019,551.872
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2020,379.213
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2021,411.831
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2022,338.247
Passenger4,Passenger,Price / Other,"Cars1,a,d",-0.7028922297846859,2023,252.049
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2000,18426.148
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2001,17940.622
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2002,18469.138
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2003,18433.462
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2004,18203.798
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2005,18241.286
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2006,17781.746
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2007,17845.378
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2008,16904.576
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2009,16848.268
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2010,16857.86
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2011,16671.452
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2012,16447.865
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2013,16270.41
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2014,15332.011
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2015,15201.861
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2016,15098.402
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2017,14777.356
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2018,14504.614
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2019,14716.602
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2020,12258.319
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2021,12799.696
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2022,13031.856
Passenger4,Passenger,Price / Other,Carsa,-0.2803147461965464,2023,13261.027
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2000,10683.672
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2001,10965.949
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2002,11010.133
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2003,11046.47
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2004,11189.549
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2005,11123.984
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2006,11262.521
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2007,11606.775
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2008,12000.416
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2009,12097.826
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2010,12061.094
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2011,11913.971
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2012,11920.514
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2013,12081.436
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2014,12238.972
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2015,12463.898
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2016,12524.383
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2017,12526.247
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2018,12499.4
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2019,12230.253
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2020,11668.73
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2021,11132.752
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2022,10260.307
Passenger4,Passenger,Price / Other,"Carsa,f",-0.07610351572006335,2023,9870.607
Passenger4,Passenger,Price / Other,"Carsa,g",,2000,
Passenger4,Passenger,Price / Other,"Carsa,g",,2001,
Passenger4,Passenger,Price / Other,"Carsa,g",,2002,
Passenger4,Passenger,Price / Other,"Carsa,g",,2003,
Passenger4,Passenger,Price / Other,"Carsa,g",,2004,
Passenger4,Passenger,Price / Other,"Carsa,g",,2005,
Passenger4,Passenger,Price / Other,"Carsa,g",,2006,
Passenger4,Passenger,Price / Other,"Carsa,g",,2007,
Passenger4,Passenger,Price / Other,"Carsa,g",,2008,
Passenger4,Passenger,Price / Other,"Carsa,g",,2009,
Passenger4,Passenger,Price / Other,"Carsa,g",,2010,
Passenger4,Passenger,Price / Other,"Carsa,g",,2011,
Passenger4,Passenger,Price / Other,"Carsa,g",,2012,
Passenger4,Passenger,Price / Other,"Carsa,g",,2013,
Passenger4,Passenger,Price / Other,"Carsa,g",,2014,
Passenger4,Passenger,Price / Other,"Carsa,g",,2015,
Passenger4,Passenger,Price / Other,"Carsa,g",,2016,
Passenger4,Passenger,Price / Other,"Carsa,g",,2017,
Passenger4,Passenger,Price / Other,"Carsa,g",,2018,
Passenger4,Passenger,Price / Other,"Carsa,g",,2019,
Passenger4,Passenger,Price / Other,"Carsa,g",,2020,
Passenger4,Passenger,Price / Other,"Carsa,g",,2021,
Passenger4,Passenger,Price / Other,"Carsa,g",,2022,
Passenger4,Passenger,Price / Other,"Carsa,g",,2023,
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2000,6.675346
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2000,12.14864
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2001,6.59167
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2001,12.163368
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2002,6.494911
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2002,12.371523
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2003,6.398101
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2003,12.293736
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2004,6.364751
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2004,12.206898
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2005,6.36412
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2005,12.12645
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2006,6.372346
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2006,12.231397
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2007,6.398155
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2007,12.092892
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2008,6.425883
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2008,11.500578
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2009,6.450326
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2009,10.924603
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2010,6.560472
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2010,10.362338
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2011,6.598847
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2011,9.860033
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2012,6.675117
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2012,9.419023
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2013,6.752825
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2013,9.048949
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2014,6.779108
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2014,8.831717
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2015,6.822272
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2015,8.753753
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2016,6.860219
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2016,8.756932
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2017,6.879105
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2017,8.779734
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2018,6.850764
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2018,8.737333
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2019,6.866689
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2019,8.694344
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2020,6.834073
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2020,8.732407
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2021,6.856486
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2021,8.699021
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2022,6.960961
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2022,8.697674
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,0.04867537952339851,2023,7.000271
Passenger4,Passenger,Price / Other,Diesel Fuel Oil3,-0.28770841839086525,2023,8.653374
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2000,6.944
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2000,76563.862254
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2001,7.84
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2001,66474.049784
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2002,8.29
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2002,76329.962526
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2003,8.288
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2003,70615.890776
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2004,7.445
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2004,67178.918884
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2005,8.015
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2005,70893.771001
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2006,8.239
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2006,56005.554972
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2007,8.731
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2007,62552.401414
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2008,8.642
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2008,59550.908964
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2009,8.026
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2009,57492.112755
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2010,8.088
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2010,52311.588521
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2011,7.977
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2011,56690.731427
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2012,8.237
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2012,47729.972184
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2013,9.791
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2013,48810.914696
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2014,9.207
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2014,42631.915327
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2015,9.132
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2015,40492.931355
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2016,10.761
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2016,31707.703409
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2017,6.403
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2017,50857.063826
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2018,6.467
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2018,48728.56063
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2019,6.531
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2019,46730.070394
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2020,3.908
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2020,32793.097072
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2021,3.282
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2021,32655.0397
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2022,4.153
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2022,35896.391529
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.4243951612903226,2023,3.997
Passenger4,Passenger,Price / Other,Inter-City Buses,-0.5723519471708808,2023,32742.38661
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2000,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2001,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2002,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2003,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2004,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2005,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2006,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2007,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2008,
Passenger4,Passenger,Price / Other,Lab-Tested New Vehicle Fuel Consumption3 (L/100 km)g,,2009,
